Timestamp,Altitude,Pressure,Baterai
"['ALT : 662.31 ', ' PRESSURE : Tekanan Drone Tinggi Waspada! ', ' TEMP : 58.91 ', ' BATERAI : 99']", 662.31 , Tekanan Drone Tinggi Waspada! , 58.91 , 99,22:22:58
"['ALT : 680.0 ', ' PRESSURE : 395.85 ', ' TEMP : 75.8 ', ' BATERAI : 98']", 680.0 , 395.85 , 75.8 , 98,22:22:58
"['ALT : 577.89 ', ' PRESSURE : 185.74 ', ' TEMP : 21.52 ', ' BATERAI : 97']", 577.89 , 185.74 , 21.52 , 97,22:22:59
"['ALT : Waspada Ketinggian Anda Berbahaya ', ' PRESSURE : 292.19 ', ' TEMP : 72.71 ', ' BATERAI : 96']", Waspada Ketinggian Anda Berbahaya , 292.19 , 72.71 , 96,22:22:59
"['ALT : 306.87 ', ' PRESSURE : 381.42 ', ' TEMP : 29.85 ', ' BATERAI : 95']", 306.87 , 381.42 , 29.85 , 95,22:22:00
"['ALT : Waspada Ketinggian Anda Berbahaya ', ' PRESSURE : 39.16 ', ' TEMP : 42.83 ', ' BATERAI : 94']", Waspada Ketinggian Anda Berbahaya , 39.16 , 42.83 , 94,22:22:00
"['ALT : Waspada Ketinggian Anda Berbahaya ', ' PRESSURE : Tekanan Drone Tinggi Waspada! ', ' TEMP : 25.93 ', ' BATERAI : 93']", Waspada Ketinggian Anda Berbahaya , Tekanan Drone Tinggi Waspada! , 25.93 , 93,22:22:01
"['ALT : Waspada Ketinggian Anda Berbahaya ', ' PRESSURE : Tekanan Drone Tinggi Waspada! ', ' TEMP : 78.69 ', ' BATERAI : 92']", Waspada Ketinggian Anda Berbahaya , Tekanan Drone Tinggi Waspada! , 78.69 , 92,22:22:01
"['ALT : 630.24 ', ' PRESSURE : 190.08 ', ' TEMP : 6.41 ', ' BATERAI : 91']", 630.24 , 190.08 , 6.41 , 91,22:22:02
"['ALT : 121.91 ', ' PRESSURE : Tekanan Drone Tinggi Waspada! ', ' TEMP : 62.75 ', ' BATERAI : 90']", 121.91 , Tekanan Drone Tinggi Waspada! , 62.75 , 90,22:22:02
"['ALT : Waspada Ketinggian Anda Berbahaya ', ' PRESSURE : 304.43 ', ' TEMP : 30.3 ', ' BATERAI : 89']", Waspada Ketinggian Anda Berbahaya , 304.43 , 30.3 , 89,22:22:03
"['ALT : Waspada Ketinggian Anda Berbahaya ', ' PRESSURE : 266.83 ', ' TEMP : 81.25 ', ' BATERAI : 88']", Waspada Ketinggian Anda Berbahaya , 266.83 , 81.25 , 88,22:22:03
"['ALT : 192.32 ', ' PRESSURE : 92.51 ', ' TEMP : 56.2 ', ' BATERAI : 87']", 192.32 , 92.51 , 56.2 , 87,22:22:04
"['ALT : 548.93 ', ' PRESSURE : Tekanan Drone Tinggi Waspada! ', ' TEMP : 80.72 ', ' BATERAI : 86']", 548.93 , Tekanan Drone Tinggi Waspada! , 80.72 , 86,22:22:04
"['ALT : 536.86 ', ' PRESSURE : 122.25 ', ' TEMP : 74.83 ', ' BATERAI : 85']", 536.86 , 122.25 , 74.83 , 85,22:22:05
"['ALT : 252.83 ', ' PRESSURE : 189.17 ', ' TEMP : 66.55 ', ' BATERAI : 84']", 252.83 , 189.17 , 66.55 , 84,22:22:05
"['ALT : 680.66 ', ' PRESSURE : 321.86 ', ' TEMP : 14.82 ', ' BATERAI : 83']", 680.66 , 321.86 , 14.82 , 83,22:22:06
"['ALT : Waspada Ketinggian Anda Berbahaya ', ' PRESSURE : 364.11 ', ' TEMP : 45.44 ', ' BATERAI : 82']", Waspada Ketinggian Anda Berbahaya , 364.11 , 45.44 , 82,22:22:06
"['ALT : 221.27 ', ' PRESSURE : 310.49 ', ' TEMP : 60.97 ', ' BATERAI : 81']", 221.27 , 310.49 , 60.97 , 81,22:22:07
"['ALT : 161.54 ', ' PRESSURE : Tekanan Drone Tinggi Waspada! ', ' TEMP : 29.05 ', ' BATERAI : 80']", 161.54 , Tekanan Drone Tinggi Waspada! , 29.05 , 80,22:22:07
"['ALT : 76.93 ', ' PRESSURE : 99.01 ', ' TEMP : 24.3 ', ' BATERAI : 79']", 76.93 , 99.01 , 24.3 , 79,22:22:08
"['ALT : Waspada Ketinggian Anda Berbahaya ', ' PRESSURE : Tekanan Drone Tinggi Waspada! ', ' TEMP : 28.81 ', ' BATERAI : 78']", Waspada Ketinggian Anda Berbahaya , Tekanan Drone Tinggi Waspada! , 28.81 , 78,22:22:08
"['ALT : 268.66 ', ' PRESSURE : 89.4 ', ' TEMP : 13.9 ', ' BATERAI : 77']", 268.66 , 89.4 , 13.9 , 77,22:22:09
"['ALT : 469.7 ', ' PRESSURE : 236.1 ', ' TEMP : 34.61 ', ' BATERAI : 76']", 469.7 , 236.1 , 34.61 , 76,22:22:09
"['ALT : Waspada Ketinggian Anda Berbahaya ', ' PRESSURE : 124.12 ', ' TEMP : 55.86 ', ' BATERAI : 75']", Waspada Ketinggian Anda Berbahaya , 124.12 , 55.86 , 75,22:22:10
"['ALT : 676.05 ', ' PRESSURE : Tekanan Drone Tinggi Waspada! ', ' TEMP : 54.02 ', ' BATERAI : 74']", 676.05 , Tekanan Drone Tinggi Waspada! , 54.02 , 74,22:22:10
"['ALT : Waspada Ketinggian Anda Berbahaya ', ' PRESSURE : 386.36 ', ' TEMP : 24.52 ', ' BATERAI : 73']", Waspada Ketinggian Anda Berbahaya , 386.36 , 24.52 , 73,22:22:11
